latitude,longitude,name
51.384822,-2.363707,Andrew Brownsword Hotels
51.384843,0.525898,Churchills
51.385159,0.525904,The Brook Theatre
51.385215,0.507535,The Royal Function Rooms
51.385234,0.527196,Town Hall Gardens
51.385247,-2.356901,20 Henrietta Street
51.385371,-2.365447,Gravel Path
51.385505,-0.188964,Mecca Rosehill
51.385846,0.507328,Photay and Associates
51.386207,-2.362827,Assembly Rooms
51.386211,0.504424,Restoration House
51.386217,1.375051,Dreamland
51.386317,0.507148,Queen Charlotte Pub
51.386318,-2.362105,Saville Row
51.38636,-2.363561,19 Bennett Street
51.386415,0.506787,Cafe at 172
51.386463,0.503618,The Vines
51.386517,0.506696,Kiss The Bride
51.386552,0.506899,The Golden Lion
51.386594,0.506616,168 High Street
51.38667,0.525911,Fort Amherst
51.386734,0.506631,RedDoor Homes
51.386832,0.50658,Rochester Fireplaces and Woodburners
51.386883,0.506331,Elizabeths of Eastgate
51.386958,-2.351745,Rui
51.387,1.384724,Theatre Royal
51.387014,0.505918,Holland And Barrett
51.387143,-2.367755,No 11 Royal Crescent
51.38721,0.506228,Eastgate House
51.387213,0.50699,Library and Adult Education
51.387475,0.505687,Fleur de the
51.387782,0.50649,The Casino Rooms
51.387807,-2.360075,The Star
51.388004,0.501675,The Coopers Arms
51.388135,-2.282645,The Kings Arms
51.388396,0.504841,Garden House Cafe and Deli
51.388553,-0.422218,Walton Manor
51.388564,0.124795,Kevington Hall
51.388662,0.50458,Kaizen Antiques and Jewellery
51.3887078,0.504791,Six Poor Travellers House
51.388742,0.504523,Candlelite
51.388785,0.504701,Visitor Information Centre
51.388788,0.504464,The Ivy Tree
51.388801,0.500851,Satis House
51.388821,0.50101,Old Hall
51.388954,0.504618,Gordon House Hotel
51.388968,0.503409,Rochester Cathedral
51.389094,0.504406,Boot Camp Stores
51.389249,0.504321,Johnstones
51.389375,0.503994,Cheldgate House
51.389447,0.504125,Constantine the great
51.389539,0.503837,Paloma
51.38959,0.504001,British Red Cross
51.38961,0.047681,The Chequers Inn
51.389642,0.503697,Cheese Room Botanicals
51.389761,0.501471,Rochester Castle
51.389878,0.503529,Kings Head Hotel
51.389919,-2.140132,Beechfield House
51.389949,0.503736,Dickens House Wine Emporium
51.390087,0.504414,The Corn Exchange
51.390209,0.50346,Hair Chemistry
51.390352,0.503285,Copperfields
51.390411,0.503296,The George Vaults
51.390553,0.502915,The Quills
51.390668,0.503005,Pizza Express
51.390833,-2.945,Woodspring Priory
51.390865,0.502913,Guildhall Museum
51.390928,0.502539,The Royal Victoria and Bull Hotel
51.391043,0.502703,Conservancy Offices
51.392124,0.526921,Chatham Dockyards
51.392166,-0.331269,Home of Compassion
51.393051,-0.505257,Chertsey Museum
51.393204,-0.51918,The Golden Grove
51.393687,-0.749739,South Hill Arts Centre
51.395076,-0.66149,Berystede Hotel
51.395603,-0.311992,The Fox and Hounds
51.396674,-2.322091,The George
51.397145,-2.354728,The Fairfield Arms
51.397988,0.53967,Old Naval Barracks
51.398463,-0.78823,Easthampstead Park
51.39864,-3.530718,St Donats Bay
51.398841,-1.138164,The Butt Inn
51.399232,-1.322076,Cheap Street
51.399308,-2.769154,St Nicholas Church
51.3996,-2.7691,Brockley Court
51.400113,-1.323237,The Catherine Wheel
51.400343,-3.198353,The Captains Wife
51.400615,-1.323157,Market Place
51.401847,-3.533344,St Donats Castle
51.402114,-1.322485,Waterside Youth and Community Centre
51.402304,-2.343464,The Dead Mill
51.403442,-0.337076,Hampton Court
51.403555,-1.324697,Natures Corner
51.403784,0.014558,Churchill Theatre
51.404437,-0.161819,13 Commonside East
51.40614,-0.922996,Old Church
51.406704,0.057676,Chislehurst Caves
51.407095,0.858432,The Shurland Hotel
51.407425,0.055878,The Bickley Arms
51.407648,-0.74751,The Horse And Groom
51.407888,0.865523,Shurland Hall
51.408629,-1.850874,West Kennett Long Barrow
51.409328,-0.592517,The Wheatsheaf
51.409578,0.010278,Bromley United Services Club
51.409781,-2.321288,St John The Baptist Church
51.4104833,0.072869,The Crown Inn
51.410876,0.096768,Scadbury Manor
51.411318,-2.178504,Monks Park Gardens
51.411957,-0.829467,The Ship
51.412336,-1.317348,Shaw House
51.413888,-0.051898,The Pawleyne Arms
51.413924,0.31784,Southfleet Rectory
51.414666,-2.117161,Lacock Abbey
51.414748,0.897499,Warden Manor
51.415179,-0.883939,Bearwood College
51.415403,-2.111563,Lacock Countryside
51.41575,-1.857545,Silbury Hill
51.416065,-2.122392,Sign Of The Angel
51.416583,-0.745371,The Old Manor
51.417774,0.068474,The Queens Head
51.418139,-1.513253,The Bear Hotel
51.418235,-0.072737,Crystal Palace Station
51.419109,-1.87111,Waggon and Horses
51.419239,-0.201467,New Wimbledon Theatre
51.41947,-0.423927,Sunbury Fire Station
51.419608,-1.338415,Donnington Castle
51.419724,-0.684143,Old Huntsmans House
51.421309,-1.352472,Watermill Theatre
51.42231,0.811414,Minster Abbey Gatehouse Museum
51.423688,-2.205538,Box Tunnel
51.424805,-0.744401,The Old Farm
51.425723,-1.78262,The Devils Den
51.428547,-1.854211,Avebury
51.428634,-1.854683,The Red Lion
51.428659,-1.857872,St James Church
51.429009,-1.859157,Avebury Manor
51.430376,-2.505273,St George Church
51.430553,-2.399268,Lansdown Battlefield
51.431379,-1.56135,Littlecote House Hotel
51.432877,-0.574999,The Barley Mow
51.432919,-2.185262,Corsham Tourist Information Centre
51.433174,-0.77775,The Stag And Hounds
51.43334,-2.184744,The Royal Oak
51.433623,-0.745644,The Yorkshire Rose
51.433837,-2.182352,St Bartholomews Church
51.433963,-2.184668,The Flemish Weaver
51.435621,-0.749502,The Spice Lounge
51.437078,-2.002879,St Mary The Virgin Church
51.437348,-2.343845,The Grey House
51.438239,0.763839,The Old House At Home
51.438506,-1.171173,The Old Boot Inn
51.43993,-0.105186,Tulse Hill Station
51.439986,0.763103,Youwomen
51.440402,0.763951,The Royal Hotel
51.441395,-2.560627,Arnos Manor Hotel
51.441958,-2.565088,Arnos Vale Cemetery
51.442032,0.749474,The Red Lion
51.442046,0.337373,Ye Olde Leather Bottel
51.442777,-0.149472,The Bedford
51.443157,-1.106059,Englefield House
51.443165,0.218932,Dartford Library
51.443353,-2.560821,The Black Castle
51.443424,-3.302886,Dyffryn Gardens
51.443645,0.376989,New Tavern Fort
51.443735,-2.638156,Ashton Court
51.443923,-2.546304,Packhorse Bridge
51.44425,-0.314085,Ham House
51.444299,0.216957,Royal Victoria and Bull Hotel
51.444515,0.369457,Heritage House
51.446965,-0.325146,Saint Mary The Virgin Parish Church
51.447669,-2.591102,Mercure Bristol Holland House Hotel and Spa
51.447957,0.159297,Bexley Hall Place
51.449181,-2.608441,SS Great Britain
51.449645,-3.203954,Llandough Hospital
51.45028,-0.856661,The Castle Inn
51.450537,-2.546081,St Annes Well
51.451645,-2.60068,Bristol Cathedral
51.451688,-2.594833,King William Ale House
51.451943,-2.593135,Llandoger Trow
51.452307,-2.594101,Theatre Royal
51.452476,0.370442,The Worlds End
51.452875,0.374683,Tilbury Fort
51.452888,-0.961642,Watlington House
51.45332,-0.174547,Royal Victoria Patriotic Building
51.453722,-2.607518,Brandon Hill
51.4538,-2.1264,St Margarets Convent
51.453939,-3.169235,Cardiff Bay
51.453963,-2.5951,All Saints Church
51.454395,-2.59304,The Rummer Hotel
51.454886,-2.627917,Clifton Suspension Bridge
51.454971,-0.970108,The George Hotel
51.455627,-2.582945,Stag and Hounds
51.456039,-0.341596,Twickenham Stadium
51.456141,-2.597019,Christmas Steps
51.456735,-2.591446,The Odeon
51.457553,-2.113981,The Bear
51.4579,-0.585602,The Fox and Castle
51.458433,-2.59357,The White Hart
51.461021,-2.607861,BBC Bristol
51.4611,-0.3089,Richmond Palace Gatehouse
51.461449,0.36571,The Martial Academy
51.46149,-2.602472,The Highbury Vaults
51.462003,-2.316691,The Lord Nelson
51.462177,0.111594,Nags Head
51.465016,-0.013003,Lewisham Train Station
51.465033,0.432832,Coalhouse Fort
51.465695,-0.213729,St Mary The Virgin Church
51.470596,-0.215838,Fulham Palace
51.470659,0.32754,Grays Beach
51.472719,-0.253768,Barnes Bridge
51.473756,-1.402391,RAF Welford
51.474881,-2.796724,Avon Fire and Rescue Service
51.477494,-0.014881,Davys Wine Vault
51.477964,0.050001,Queen Elizabeth Hospital
51.4785,-0.1448,Battersea Dogs And Cats Home
51.47951,-3.207244,The Lansdowne Pub
51.480658,-3.611519,Ogmore Castle
51.480669,0.037137,Charlton House
51.481154,-0.003746,Queens House
51.481379,-3.179237,Rummer Tavern
51.481396,-0.008369,Goddards at Greenwich
51.481695,-0.0099007,Spanish Galleon
51.481764,-3.182209,Cardiff Castle
51.482736,-0.008513,Old Royal Naval College
51.482876,-0.009601,Cutty Sark
51.482894,0.231049,The Royal Hotel
51.483553,-0.523252,The Ostrich Inn
51.48356,-3.175291,New Theatre
51.483913,-0.604245,Windsor Castle
51.484031,-0.189748,Brompton Cemetery
51.484102,-0.57854,The Royal Stag
51.484175,-1.086482,The George Hotel
51.484615,-0.004212,Trafalgar Tavern
51.484822,-1.035506,Mapledurham House
51.484897,-3.16353,Cardiff Royal Infirmary
51.485575,-0.718909,The White Hart
51.48571,-3.177353,National Museum Cardiff
51.48578,-1.849603,St Peter Ad Vincula Church
51.486057,-0.252084,Boston House
51.486511,-0.013364,The Ferry House Inn
51.48733,-0.195531,West Brompton Tube Station
51.487803,-2.530146,Oldbury Court Estate
51.488302,-0.105607,Kennington Tube Station
51.488342,-0.246216,Walpole House
51.488642,-3.567993,Ewenny Priory
51.489375,-0.351983,Osterley Park House
51.489395,-0.128618,Morpeth Arms
51.49015,-0.672369,The Oakley Court Hotel
51.490208,-0.241819,The Black Lion
51.490312,-0.195447,Earls Court Tube Station
51.491827,-0.607931,Eton College
51.492231,-2.551608,Lady Elizabeth Somerset Memorial
51.493563,-2.232172,The Manor House Hotel
51.494187,-0.173922,South Kensington Tube Station
51.494719,-0.174307,The Hoop and Toy
51.495006,0.412955,Walton Hall Farm
51.49515,-3.217513,Cathedral Close
51.495218,-0.117577,Fairley House School
51.495443,-0.100769,Elephant and Castle Tube Station
51.495715,-0.119896,Lambeth Palace
51.495803,-0.139417,Westminster Cathedral
51.496255,-0.1449,The Shakespeare
51.496336,-0.135847,The Greencoat Boy
51.497007,-0.159148,Belmond Cadogan Hotel
51.497619,-3.169915,Roath Park Primary School
51.497712,-0.105271,Bakerloo Line Depot
51.498805,-0.117822,St Thomas Hospital
51.499415,-0.127319,Westminster Abbey
51.500564,-0.870299,The Bull Hotel
51.5006,-0.8707,Gaunt Cottage
51.500884,-0.121975,Westminster Bridge
51.501371,-0.14189,Buckingham Palace
51.501415,-3.373669,Hensol Castle
51.501476,-0.154903,The Grenadier
51.50206,-0.10931,The Old Vic
51.502721,-0.202385,Holland House
51.502821,-0.869562,Barrymores
51.503176,-0.062215,Thames Steps
51.503277,-0.087055,Guys Hospital
51.50336,-0.127619,No 10 Downing Street
51.503934,-0.104966,Southwark Tube Station
51.504015,-0.138453,Clarence House
51.504033,-0.821782,Bird In Hand Hotel
51.504061,-0.143738,Green Park
51.504106,-0.149012,Rose and Crown
51.504263,-0.090128,The George Inn
51.5044,0.4269,St John The Baptist Church
51.504589,-0.137827,St James Palace
51.504684,-0.147886,Down Street Station
51.5047,-3.7371,Sker House
51.505116,-0.187595,Kensington Palace
51.505616,-0.07883,Pool of London
51.506969,-0.142891,Green Park Tube Station
51.507155,-0.051151,Prospect of Whitby
51.508096,-0.075949,The Tower Of London
51.508349,-0.139559,Burlington Arcade
51.508387,-0.138482,Fortnum And Mason
51.508493,-0.131549,Theatre Royal Haymarket
51.508517,-0.120319,Cleopatras Needle
51.508603,-0.19809,The Coronet Theatre
51.50883,0.039434,Fox AT Connaught Hotel
51.508933,-0.145828,50 Berkeley Square
51.509244,-0.006605,Blackwall Tunnel
51.509303,-0.08618,St Magnus The Martyr Church
51.510089,-0.122894,Adelphi Theatre
51.510102,-0.083604,St Mary At Hill Church
51.510502,-0.187205,Queensway Tube Station
51.51054,0.09015,Princess Alice Disaster Site
51.510956,-0.086609,Monument Tube Station
51.511088,-0.127425,Noel Coward Theatre
51.511094,-0.117143,Somerset House
51.511157,-0.093706,St James Garlickhythe
51.51131,-1.136203,The Grotto
51.511715,-0.12563,The Lamb and Flag
51.5118,0.4129,St Cleres Hall
51.512257,-0.115951,Aldwych Tube Station
51.512378,-0.178395,The Mitre
51.512391,-0.101224,St Andrew By The Wardrobe
51.512774,-0.140099,Hamleys
51.512857,-0.120372,Theatre Royal Drury Lane
51.513006,-0.258037,St Dunstans Church
51.513021,-0.124118,Covent Garden Station
51.513029,0.251318,Sir Henrys Restaurant
51.513239,-0.113086,The George
51.513272,-0.120674,Fortune Theatre
51.513282,-0.093931,Williamsons Tavern
51.513528,-0.089136,Bank Tube Station
51.513624,-0.158478,Marble Arch Tube Station
51.513675,-3.360518,Miskin Manor
51.513677,-0.633205,Cippenham Place
51.51382,-0.110522,Ye Olde Cock Tavern
51.513829,-0.098556,St Pauls Cathedral
51.513929,-0.088363,Bank of England
51.514283,-0.075593,Aldgate Tube Station
51.514364,-0.107169,Ye Olde Cheshire Cheese
51.514434,-0.117558,Peacock Theatre
51.514549,-0.140456,London Palladium
51.514672,-0.101391,Amen Court
51.5154,-0.128266,St Giles in the Field Church
51.515764,-0.101957,The Old Bailey
51.515876,-0.098959,Greyfriars Churchyard
51.515878,-0.188459,Queensway
51.516303,-0.101669,The Viaduct Tavern
51.516621,-0.312907,Amherst Lodge
51.516702,-0.102227,St Sepulchres Church
51.517277,-0.119169,The Ship Tavern
51.517512,-0.100121,St Bartholomews Hospital
51.517566,-0.119978,Holborn Tube Station
51.517811,-0.144012,The Langham Hotel
51.51822,-0.210861,Cambridge Gardens
51.518327,0.190641,St Margarets Church
51.518684,-0.143734,BBC Broadcasting House
51.518811,-0.081437,Liverpool Street Station
51.518945,-0.099532,St Bartholomew the Great Church
51.519099,-0.099806,The Rising Sun
51.519202,-0.119044,Red Lion Square
51.519293,-0.106773,Bleeding Heart Yard
51.51939,-0.074247,The Ten Bells
51.51948,-0.127096,British Museum
51.519519,-0.101504,Smithfield Market
51.519869,0.581021,Canvey Island Police Station
51.520102,-0.145441,33 Portland Place
51.520149,-0.117577,The Dolphin Tavern
51.520212,-0.12613,Grange Blooms Hotel
51.520222,-0.104759,Farringdon Tube Station
51.52029,-0.170209,Edgware Road Tube Station
51.520698,-0.098175,The Sutton Arms
51.52106,-1.803109,St John Baptist And St Helen Church
51.521652,-0.075672,Commercial Tavern
51.522107,0.63408,The Point
51.522265,-3.129795,Llanrumney Hall
51.522446,-3.725818,Prince of Wales Inn
51.522484,-0.163159,Marylebone Station
51.52325,-0.15691,Baker Street Tube Station
51.523431,0.406138,The Bell Inn
51.523632,-0.158104,228 Baker Street
51.523795,-0.088744,Bunhill Fields
51.523978,-0.158595,The Volunteer
51.52414,-0.059454,Bethnal Green Tube Station
51.524332,-0.79284,Burchetts Green House
51.525237,-0.136076,University College Hospital
51.525809,-0.174887,Crockers Folly
51.527052,0.476407,Peasants Croft
51.527821,-0.127547,Mabels Tavern
51.527843,0.475277,St Michaels Church
51.52798,-0.01976,The Bow Bells
51.528947,0.794465,Shoeburyness Hotel
51.528991,-0.07541,Ye Olde Axe
51.529265,-0.106306,Sadlers Wells Theatre
51.5297,-0.79990000000000006,Hall Place
51.529949,-0.185743,Maida Vale Tube Station
51.530216,0.792519,The Old Garrison
51.531058,-0.269027,Central Middlesex Hospital
51.531903,0.716116,Southend Pier
51.532003,-0.123679,Kings Cross St Pancras
51.532007,0.473108,Fishers Farm
51.533039,0.724569,The Kursaal
51.534238,0.714072,The Royal Hotel
51.534777,-0.114972,Islington Tunnel
51.535609,-0.102979,The Camden Head
51.535804,-3.254633,Castell Coch
51.535905,0.207183,RAF Hornchurch airfield
51.537213,-0.100378,The Old Queens Head
51.537223,-0.897578,The Little Angel
51.537314,-0.037898,Victoria Park
51.539247,-0.904668,The Bull Inn
51.539607,-0.903377,Kenton Theatre
51.540366,0.126475,Becontree Station
51.540506,0.718081,Queensway Junction Subway
51.541406,0.654285,St Clements Church
51.542535,9.25e-4,Theatre Royal Stratford East
51.543022,0.65409,The Sarah Moore
51.543209,-3.294891,Garth Hill
51.54381,0.691899,Palace Theatre
51.544366,0.60889,Hadleigh Castle
51.5444,-0.369,Site of Northolt Manor
51.544868,0.562106,Benfleet Conservative Club
51.545376,-0.325035,Horsenden Hill
51.548485,-0.050414,Sutton House
51.548722,0.233905,The Optimist Tavern
51.549022,-0.249784,St Marys Church
51.55003,-1.696736,The Harrow Inn
51.550086,-4.255186,Goats Hole
51.552478,-1.774345,The Goddard Arms
51.552754,0.804613,The White Hart
51.553078,0.609585,St James The Less Church
51.5537,0.7053,Prittlewell Priory
51.554016,0.705858,Priory Church Of St Mary
51.554324,-1.789306,The Clifton
51.55463,-2.572532,Bowl Inn
51.555464,-0.180118,Church Row
51.555694,-0.176768,King William IV
51.5561,-3.7292,Margam Abbey
51.556589,-0.177322,The Flask
51.5577,-0.7798,Bisham Abbey
51.557855000000004,-0.179316,The Holly Bush
51.55823,0.134151,Valense House
51.559771,-1.781175,Wyvern Theatre
51.560306,-1.790348,The Health Hydro
51.56111,-0.561111,Fulmer
51.561389,-1.851667,Lydiard House
51.5613,0.7993,Little Wakering Hall
51.561609,-3.02811,Tredegar House
51.561767,-1.790491,The Glue Pot Inn
51.561768,-1.851421,St Marys Church
51.562102,-0.441929,Ickenham Tube Station
51.562189,-1.771801,Swindon Fire Station
51.563011,0.665614,Kent Elms Corner
51.563816,-0.015077,St Marys Parish Church
51.565268,0.219258,Queens Theatre
51.566327,0.257902,Upminster Golf Club
51.5669,-0.14656,Swains Lane
51.567533,-0.182628,The Old Bull and Bush
51.568431,-0.774847,Upton Court Park
51.569329,0.652054,The Bellhouse
51.569887,-0.150868,The Flask
51.569892,-0.174,The Spaniards
51.570678,-0.149295,Pond Square
51.571126,-2.987233,Newport Transporter Bridge
51.571349,0.032539,St Mary the Virgin Church
51.571435,-0.150049,The Gatehouse
51.572124,0.066384,Valentines Mansion
51.574374,0.707758,The Anne Boleyn
51.575262,0.513187,Great Chalvedon Hall
51.576099,-3.220238,Caerphilly Castle
51.576548,-4.102205,Pennard Castle
51.57715,-4.002686,Oystermouth Castle
51.577646,-3.044976,Tredegar Arms
51.577663,-0.145877,Highgate Station
51.578502,0.180163,The Golden Lion
51.578842,-4.286937,The Old Rectory
51.579255,-1.798889,St Marys Church
51.58092,0.69858,Rochford Hall
51.581168,0.47226,Church Of The Holy Cross
51.581308,0.707264,The Old House
51.582166,0.704291,The Marlborough Head
51.582646,-3.003162,Stow Hill
51.582954,-2.097976,The Kings Arms
51.583011,0.62265,The Rayleigh Lodge
51.583353,-1.861641,Saint Marys Church
51.584818,-2.099095,The Old Bell Hotel
51.585016,-2.098375,Malmesbury Abbey Ruins
51.587185,-0.164594,East Finchley Tube Station
51.588977,0.28938,De Rougemont Manor
51.5893,-2.996908,The Old Exchange
51.589382,-2.997355,Ye Olde Murenger House
51.589721,-2.996801,The Carpenters Arms
51.590191,-3.04618,The Rising Sun
51.590774,-2.995019,Newport Castle
51.593096,-2.742269,Caldicot Castle
51.595671,0.289673,Warley Lea Farm
51.595851,-2.748642,Llanthony Secunda Manor
51.597027,-0.929474,Stonor Park
51.5973599,-0.725999,The Crooked Billet
51.597844,-0.238082,RAF Museum
51.599115,-0.07536,Bruce Castle Museum
51.601085,-1.123888,The George Inn
51.603996,-0.955155,The Crown Inn
51.606982,-0.693471,Burleighfield House
51.607,-0.5567,The White Hart
51.608043,-0.555936,The Greyhound Inn
51.608078,-2.956913,Roman Amphitheatre
51.609697,0.692592,Church Lane
51.609829,0.635648,St Peter and St Pauls Church
51.610328,0.69344,St Andrews Church
51.61088,-2.701527,St Pierre Marriott Hotel and Country Club
51.612369,0.319974,Masons
51.612866,-3.410697,Wyndham Constitutional Club
51.612957,0.27738,The Golden Fleece
51.613822,-0.879736,St Bartholomew Church
51.615958,-0.080234,Millfield House
51.6161,-0.7126,King George V
51.616657,-2.962054,Carleon Campus
51.617348,0.746134,Canewdon Pond
51.617351,0.744358,The Anchor Inn
51.617503,-0.082389,Aylward Academy
51.617727,0.738643,St Nicholas Church
51.617794,-3.938015,Swansea Museum
51.618645,-0.6687,The Royal Standard of England
51.619502,0.298211,133 High Street
51.619691,0.298793,The Swan
51.620054,0.300317,The Sugar Hut
51.621966,-0.012931,Chingford Mount Cemetary
51.622385,0.415619,Billericay Police Station
51.62424,-0.10287,St Monicas Church Hall
51.625405,-0.153018,North London Business Park
51.626493,-2.70203,Mounton Brook Lodge
51.626667,-0.756642,Loakes Road
51.628003,-0.750085,Wycombe Swan Theatre
51.628981,-0.583356,White Hart Hotel
51.629578,0.613273,The Smugglers Den Club
51.6295,-0.1267,Southgate House
51.629696,-0.745488,High Wycombe Station
51.6296,-2.3646,Kingswood House
51.630105,-1.713415,Westrop House
51.630529,-1.710328,The King And Queen Inn
51.631006,-1.710887,St Michaels And All Angels Church
51.631149,-0.310479,Royal National Orthopaedic Hospital
51.631317,-0.747995,Wycombe Museum
51.631407,-0.754699,The Chiltern Taps
51.631458,-0.676596,The Crown Inn
51.633651,-0.07456,Salisbury House
51.634319,0.016799,The Royal Forest
51.635004,-0.765315,The White Horse
51.637105,-0.491803,Mill End Community Centre
51.637235,-0.468415,The Feathers
51.637397,-1.748495,The Jolly Tar
51.637935,-2.348126,The Ancient Ram Inn
51.638976,-0.469466,Iceland
51.640388,-0.473618,Rickmansworth Train Station
51.640508,0.529138,Running Well
51.64126,-0.358691,The Horse and Chains
51.6414,-0.8029,West Wycombe House
51.641657,-2.677962,Coach and Horses Inn
51.643053,-0.429616,Watford Observer
51.643672,-1.165634,The George Hotel
51.644569,-0.802283,The George And Dragon
51.645244,-0.462422,Miller and Carter Rickmansworth
51.645527,-4.79968,Manorbier Castle
51.6459,0.0672,Alderton Hall
51.646,-0.8026,The Hell Fire Caves
51.647174,-0.804678,Dashwood Mausoleum
51.6485,0.078278,Loughton Hall
51.648909,-0.80621,Church Of St Lawrence Hill
51.649874,0.002219,Gilwell Park
51.650236,-0.756749,Hughenden Manor
51.65159,-0.579685,The Ivy House
51.651961,-0.081466,ONeills
51.652028,-0.39109,Watford Museum
51.652057,0.604478,Champions Hall
51.652878,-0.202301,Barnet Museum
51.653,-0.3692,Royal Connaught Park
51.653121,-0.206599,The Black Horse
51.653944,-0.395738,Mrs Elizabeth Fuller Free School
51.655345,-2.186533,Chavenage House
51.655898,-0.086893,The Crown and Horseshoes
51.656884,-0.398515,Jackson Jewellers
51.657161,-0.397184,The Palace Theatre
51.657283,-2.126092,Trouble House Inn
51.659588,-0.418782,Cassiobury Park
51.659897,-0.089954,Royal British Legion
51.660043,-0.135053,Trent Park House
51.660383,-0.403157,Watford Central Library
51.6603,-0.6518,Woodrow High House
51.660964,-1.791462,The Red Lion
51.6609,-3.8265,Neath Abbey
51.661098,-3.45275,Llyn Nad Y Forwyn
51.661338,-3.282938,Llancaiach Fawr Manor
51.661394,0.390536,Ingatestone Hall
51.66239,-3.807929,The Arch
51.663178,-0.077255,The Hop Poles
51.663367,0.442999,The Bear Inn
51.663431,0.033641,Arabin House
51.663655,-3.805588,Castle Hotel
51.664,0.618,Edwins Hall
51.664127,-3.147155,Newbridge Memo
51.664498,-3.803509,The Duke Of Wellington
51.664589,-0.607021,The Chequers
51.665725,-0.10618,Chase Farm Ambulance Station
51.666336,-0.616521,The Crown Hotel
51.667048,0.38428,Ingatestone Railway Station
51.667212,-0.619328,Elephant And Castle
51.667649,-0.138789,Camlet Moat
51.668499,-0.176381,Hadley Wood Station
51.668566,-0.069019,Dower House
51.669063,-1.280733,The Old Gaol
51.669989,-0.068887,Forty Hall
51.67045,0.384677,Amicos Bar
51.670864,0.385355,The Star Inn
51.671,0.6763,De Laches
51.671221,-0.083749,Rose and Crown
51.672113,-3.800476,St Catwygs Church
51.672333,-4.04801,Gorseinon Hospital
51.672453,0.257182,Kelvedon Hatch Nuclear Bunker
51.674175,0.152523,Hill Hall
51.674428,-0.532966,Chenies Manor House
51.674983,-0.06103,Myddelton House
51.674991,-0.498139,The Cock Inn
51.677022,-0.437771,The Grove
51.6774,0.2527,Kelvedon Hall
51.677521,-0.495463,Green End Farm
51.679898,-0.058247,Capel Manor House
51.6802,-0.6083,Boot And Slipper
51.681355,-0.07699,The King and Tinker
51.681612,-2.353451,Ye Olde Dursley Hotel
51.682236,-0.14455200000000001,St Johns Senior School
51.6827,-0.3569,Wall Hall
51.683165,0.075517,Ambresbury Banks
51.683395,-4.161414,Plas Llanelly House
51.68374,-2.290628,Owlpen Manor
51.685495,-4.161225,Thomas Arms Hotel
51.687602,-0.003513,Waltham Abbey Church
51.688185,-1.638412,Kelmscott Manor
51.688476,-0.05638,Theobalds Park
51.688598,-2.456854,Berkeley Castle
51.689376,-4.160019,Parc Howard Museum
51.690932,-0.419866,Warner Brothers Studio
51.69171,-2.221304,Arnolds Lane
51.691796,-4.165025,Stradey Park Hotel
51.69346,-0.43357,The Kings Lodge
51.696685,-0.193792,The Old Manor
51.696867,-2.677005,Tintern Abbey
51.69858,-4.830572,Carew Castle
51.700107,-2.90099,Sessions House
51.700566,-0.702628,Missenden Abbey
51.701865,-0.705655,The George Ale House
51.703348,-4.421911,Cefn Sidan Bay
51.703924,-0.70848,Co-Operative Supermarket
51.707794,-0.416917,St Lawrence Church
51.709136,-2.16515,The Ragged Cot Inn
51.710673,-2.277603,Woodchester Mansion
51.710985,-1.225786,The Catherine Wheel
51.711207,0.437152,Hylands House
51.711508,-0.271204,Salisbury Hall
51.712957,-0.460255,Kings Langley Priory
51.714655,-1.992475,Queen Annes Statue
51.715399,0.501348,White Horse Inn
51.715709,0.502161,St Marys Church
51.716695,-1.969204,Black Horse Inn
51.716953,-1.967157,Kings Head Hotel
51.717188,-1.852307,Bettys Grave Crossroads
51.717721,-3.847884,Pontardawe Inn
51.719089,-0.28664,The Colney Fox
51.719232,-0.288584,The Bull
51.719305,-0.291155,The Green Dragon
51.722706,0.463244,Essex Regiment Museum
51.723618,0.901421,Bradwell Lodge
51.725272,0.461584,BBC Essex
51.727724,-2.287482,St Swithun Church
51.7277,-2.3329,St Peters Church
51.727984,-0.276429,Tyttenhanger House
51.728304,-0.35998,The Three Hammers
51.729904,-3.133689,Metropole Cultural and Conference Centre
51.731681,0.67745,The Moot Hall
51.732391,0.524441,Graces Walk
51.732729,-2.183986,Nether Lypiatt Manor
51.733441,0.472047,High Chelmer Shopping Centre
51.734656,0.94093,Linnets Cottage
51.735346,0.939928,St Peters On The Wall
51.736478,0.485336,HMP Chelmsford
51.736484,0.465755,Civic Theatre
51.736617,-1.03561,Rycote Chapel
51.736642,0.468597,Chelmsford Train Station
51.737839,-2.639768,The George Inn
51.738,0.6636,Beeleigh Abbey
51.7382,-2.6408,St Briavels Castle
51.738466,-0.468283,Frogmore Paper Mill
51.739508,-4.305723,Kidwelly Castle
51.74173,-2.14186,Money Tump
51.744206,0.489255,All Saints Church
51.745921,-0.521674,The White Horse
51.746179,-0.394607,Hill End Farm
51.747104,-0.977622,The Bird Cage
51.748161,-0.337342,The White Lion
51.748841,-0.326203,Victoria Square
51.748868,-0.33914299999999997,The Goat Inn
51.748955,-0.346954,Ye Olde Fighting Cocks
51.749038,-0.340715,37 Holywell Hill
51.749047,-0.356496,Verulamium Park
51.749792,-1.25573,Christ Church College
51.749835,-0.340223,The White Hart Hotel
51.750462,-0.34233,St Albans Cathedral
51.75089,-0.67018200000000006,Dundridge Manor
51.750994,-0.012544,St Catharines Residential Home
51.751005,-0.345454,Abbey Gateway and School
51.751134,-0.340835,Shaken Cow Milk Bar
