year,sex,name,n,rank,nation
2016,F,Aisha,617,87,England & Wales
2016,M,Kai,794,87,England & Wales
2016,F,Clara,611,88,England & Wales
2016,F,Francesca,611,88,England & Wales
2016,M,Albie,788,88,England & Wales
2016,M,Ellis,783,89,England & Wales
2016,F,Sara,606,90,England & Wales
2016,M,Bobby,775,90,England & Wales
2016,F,Victoria,586,91,England & Wales
2016,M,Ezra,763,91,England & Wales
2016,F,Zoe,584,92,England & Wales
2016,M,Leon,737,92,England & Wales
2016,M,Roman,737,92,England & Wales
2016,F,Julia,578,93,England & Wales
2016,F,Arabella,577,94,England & Wales
2016,M,Jesse,723,94,England & Wales
2016,F,Maddison,576,95,England & Wales
2016,M,Aaron,704,95,England & Wales
2016,F,Sarah,572,96,England & Wales
2016,M,Ibrahim,701,96,England & Wales
2016,F,Felicity,570,97,England & Wales
2016,M,Liam,698,97,England & Wales
2016,F,Darcy,566,98,England & Wales
2016,M,Jasper,683,98,England & Wales
2016,F,Leah,564,99,England & Wales
2016,M,Felix,666,99,England & Wales
2016,F,Lydia,563,100,England & Wales
2016,M,Finn,650,100,England & Wales
2017,F,Olivia,5204,1,England & Wales
2017,M,Oliver,6259,1,England & Wales
2017,F,Amelia,4358,2,England & Wales
2017,M,Harry,5031,2,England & Wales
2017,F,Isla,3373,3,England & Wales
2017,M,George,4929,3,England & Wales
2017,F,Ava,3289,4,England & Wales
2017,M,Noah,4273,4,England & Wales
2017,F,Emily,3121,5,England & Wales
2017,M,Jack,4190,5,England & Wales
2017,F,Isabella,2627,6,England & Wales
2017,M,Jacob,3968,6,England & Wales
2017,F,Mia,2590,7,England & Wales
2017,M,Leo,3781,7,England & Wales
2017,F,Poppy,2527,8,England & Wales
2017,M,Oscar,3738,8,England & Wales
2017,F,Ella,2452,9,England & Wales
2017,M,Charlie,3724,9,England & Wales
2017,F,Lily,2405,10,England & Wales
2017,M,Muhammad,3691,10,England & Wales
2017,F,Sophia,2398,11,England & Wales
2017,M,William,3437,11,England & Wales
2017,F,Charlotte,2394,12,England & Wales
2017,M,Alfie,3287,12,England & Wales
2017,F,Grace,2309,13,England & Wales
2017,M,Henry,3246,13,England & Wales
2017,M,Thomas,3246,13,England & Wales
2017,F,Evie,2192,14,England & Wales
2017,F,Jessica,2139,15,England & Wales
2017,M,Joshua,3166,15,England & Wales
2017,F,Sophie,2129,16,England & Wales
2017,M,Freddie,3127,16,England & Wales
2017,F,Alice,2122,17,England & Wales
2017,M,James,2925,17,England & Wales
2017,F,Daisy,2040,18,England & Wales
2017,M,Archie,2803,18,England & Wales
2017,F,Florence,2028,19,England & Wales
2017,M,Arthur,2795,19,England & Wales
2017,F,Freya,2021,20,England & Wales
2017,M,Logan,2730,20,England & Wales
2017,F,Phoebe,2000,21,England & Wales
2017,M,Theo,2616,21,England & Wales
2017,F,Evelyn,1967,22,England & Wales
2017,M,Alexander,2524,22,England & Wales
2017,F,Sienna,1960,23,England & Wales
2017,M,Edward,2461,23,England & Wales
2017,F,Isabelle,1876,24,England & Wales
2017,M,Isaac,2432,24,England & Wales
2017,F,Ivy,1819,25,England & Wales
2017,M,Lucas,2407,25,England & Wales
2017,F,Willow,1764,26,England & Wales
2017,M,Ethan,2323,26,England & Wales
2017,F,Matilda,1736,27,England & Wales
2017,M,Max,2165,27,England & Wales
2017,F,Elsie,1699,28,England & Wales
2017,M,Joseph,2153,28,England & Wales
2017,F,Ruby,1688,29,England & Wales
2017,M,Samuel,2083,29,England & Wales
2017,F,Scarlett,1687,30,England & Wales
2017,M,Mohammed,1982,30,England & Wales
2017,F,Sofia,1664,31,England & Wales
2017,M,Finley,1944,31,England & Wales
2017,F,Chloe,1654,32,England & Wales
2017,M,Daniel,1942,32,England & Wales
2017,F,Eva,1634,33,England & Wales
2017,M,Benjamin,1927,33,England & Wales
2017,F,Harper,1608,34,England & Wales
2017,M,Harrison,1923,34,England & Wales
2017,F,Rosie,1388,35,England & Wales
2017,M,Sebastian,1881,35,England & Wales
2017,F,Emilia,1380,36,England & Wales
2017,M,Adam,1788,36,England & Wales
2017,F,Millie,1372,37,England & Wales
2017,M,Mason,1776,37,England & Wales
2017,F,Layla,1329,38,England & Wales
2017,M,Theodore,1761,38,England & Wales
2017,F,Imogen,1284,39,England & Wales
2017,M,Teddy,1626,39,England & Wales
2017,F,Maya,1257,40,England & Wales
2017,M,Dylan,1577,40,England & Wales
2017,F,Eliza,1248,41,England & Wales
2017,M,Elijah,1511,41,England & Wales
2017,F,Esme,1235,42,England & Wales
2017,M,Arlo,1470,42,England & Wales
2017,F,Lola,1201,43,England & Wales
2017,M,Riley,1427,43,England & Wales
2017,F,Elizabeth,1174,44,England & Wales
2017,M,David,1416,44,England & Wales
2017,F,Erin,1161,45,England & Wales
2017,M,Zachary,1385,45,England & Wales
2017,F,Maisie,1142,46,England & Wales
2017,M,Louie,1365,46,England & Wales
2017,F,Aria,1094,47,England & Wales
2017,M,Toby,1316,47,England & Wales
2017,F,Luna,1093,48,England & Wales
2017,M,Hugo,1311,48,England & Wales
2017,F,Lucy,1089,49,England & Wales
2017,M,Reuben,1309,49,England & Wales
2017,F,Ellie,1055,50,England & Wales
2017,M,Jude,1288,50,England & Wales
2017,F,Harriet,1053,51,England & Wales
2017,M,Reggie,1280,51,England & Wales
2017,F,Emma,1042,52,England & Wales
2017,M,Jaxon,1257,52,England & Wales
2017,F,Thea,1041,53,England & Wales
2017,M,Harley,1246,53,England & Wales
2017,F,Eleanor,1027,54,England & Wales
2017,M,Rory,1187,54,England & Wales
2017,F,Penelope,1020,55,England & Wales
2017,M,Luca,1171,55,England & Wales
2017,F,Holly,1003,56,England & Wales
2017,M,Jake,1135,56,England & Wales
2017,F,Hannah,998,57,England & Wales
2017,M,Albie,1114,57,England & Wales
2017,F,Molly,978,58,England & Wales
2017,M,Jenson,1099,58,England & Wales
2017,F,Bella,974,59,England & Wales
2017,M,Albert,1066,59,England & Wales
2017,F,Rose,932,60,England & Wales
2017,M,Frankie,1055,60,England & Wales
2017,F,Amber,915,61,England & Wales
2017,M,Tommy,1036,61,England & Wales
2017,F,Violet,911,62,England & Wales
2017,M,Carter,1025,62,England & Wales
2017,F,Georgia,898,63,England & Wales
2017,M,Ronnie,978,63,England & Wales
2017,F,Lilly,884,64,England & Wales
2017,M,Gabriel,967,64,England & Wales
2017,F,Jasmine,871,65,England & Wales
2017,M,Bobby,955,65,England & Wales
2017,F,Darcie,868,66,England & Wales
2017,M,Harvey,951,66,England & Wales
2017,F,Nancy,861,67,England & Wales
2017,M,Matthew,948,67,England & Wales
2017,F,Annabelle,855,68,England & Wales
2017,M,Michael,934,68,England & Wales
2017,F,Lottie,851,69,England & Wales
2017,M,Elliot,921,69,England & Wales
2017,F,Zara,842,70,England & Wales
2017,M,Stanley,914,70,England & Wales
2017,F,Maria,827,71,England & Wales
2017,M,Jayden,900,71,England & Wales
2017,F,Amelie,798,72,England & Wales
2017,M,Frederick,879,72,England & Wales
2017,F,Abigail,782,73,England & Wales
2017,M,Charles,877,73,England & Wales
2017,F,Mila,774,74,England & Wales
2017,M,Jackson,876,74,England & Wales
2017,F,Anna,730,75,England & Wales
2017,M,Roman,871,75,England & Wales
2017,F,Martha,718,76,England & Wales
2017,M,Luke,868,76,England & Wales
2017,F,Gracie,703,77,England & Wales
2017,M,Caleb,853,77,England & Wales
2017,F,Maryam,686,78,England & Wales
2017,M,Hunter,841,78,England & Wales
2017,F,Robyn,680,79,England & Wales
2017,M,Mohammad,837,79,England & Wales
2017,F,Aurora,665,80,England & Wales
2017,M,Elliott,834,80,England & Wales
2017,F,Iris,654,81,England & Wales
2017,M,Ezra,827,81,England & Wales
2017,F,Sara,653,82,England & Wales
2017,M,Louis,819,82,England & Wales
2017,F,Arabella,639,83,England & Wales
2017,M,Ryan,817,83,England & Wales
2017,F,Beatrice,628,84,England & Wales
2017,F,Heidi,628,84,England & Wales
2017,M,Blake,799,84,England & Wales
2017,M,Lewis,790,85,England & Wales
2017,F,Summer,626,86,England & Wales
2017,M,Dexter,788,86,England & Wales
2017,M,Ollie,788,86,England & Wales
2017,F,Clara,614,87,England & Wales
2017,F,Orla,610,88,England & Wales
2017,M,Nathan,779,88,England & Wales
2017,F,Francesca,600,89,England & Wales
2017,M,Ellis,765,89,England & Wales
2017,F,Aisha,580,90,England & Wales
2017,M,Jesse,750,90,England & Wales
2017,F,Julia,576,91,England & Wales
2017,M,Liam,723,91,England & Wales
2017,F,Darcey,568,92,England & Wales
2017,F,Edith,568,92,England & Wales
2017,F,Victoria,568,92,England & Wales
2017,M,Alex,716,92,England & Wales
2017,M,Kai,691,93,England & Wales
2017,M,Ibrahim,684,94,England & Wales
2017,F,Bonnie,563,95,England & Wales
2017,F,Lyla,563,95,England & Wales
2017,M,Tyler,677,95,England & Wales
2017,M,Finn,672,96,England & Wales
2017,F,Darcy,558,97,England & Wales
2017,M,Austin,670,97,England & Wales
2017,F,Hallie,556,98,England & Wales
2017,M,Leon,669,98,England & Wales
2017,M,Ralph,669,98,England & Wales
2017,F,Leah,546,99,England & Wales
2017,F,Megan,543,100,England & Wales
2017,M,Felix,661,100,England & Wales
2018,F,Olivia,4598,1,England & Wales
2018,M,Oliver,5390,1,England & Wales
2018,F,Amelia,3941,2,England & Wales
2018,M,George,4960,2,England & Wales
2018,F,Ava,3110,3,England & Wales
2018,M,Harry,4512,3,England & Wales
2018,F,Isla,3046,4,England & Wales
2018,M,Noah,4107,4,England & Wales
2018,F,Emily,2676,5,England & Wales
2018,M,Jack,3988,5,England & Wales
2018,F,Mia,2490,6,England & Wales
2018,M,Leo,3721,6,England & Wales
2018,F,Isabella,2369,7,England & Wales
2018,M,Arthur,3644,7,England & Wales
2018,F,Sophia,2344,8,England & Wales
2018,M,Muhammad,3507,8,England & Wales
2018,F,Ella,2326,9,England & Wales
2018,M,Oscar,3459,9,England & Wales
2018,F,Grace,2301,10,England & Wales
2018,M,Charlie,3365,10,England & Wales
2018,F,Poppy,2226,11,England & Wales
2018,M,Jacob,3350,11,England & Wales
2018,F,Charlotte,2202,12,England & Wales
2018,M,Thomas,3243,12,England & Wales
2018,F,Lily,2184,13,England & Wales
2018,M,Henry,3172,13,England & Wales
2018,F,Ivy,2104,14,England & Wales
2018,M,William,3015,14,England & Wales
2018,F,Florence,2062,15,England & Wales
2018,M,Alfie,2977,15,England & Wales
2018,F,Evie,2052,16,England & Wales
2018,M,Archie,2950,16,England & Wales
2018,F,Sophie,2007,17,England & Wales
2018,M,Joshua,2922,17,England & Wales
2018,F,Freya,1921,18,England & Wales
2018,M,Freddie,2838,18,England & Wales
2018,F,Evelyn,1902,19,England & Wales
2018,M,Theo,2741,19,England & Wales
2018,F,Willow,1900,20,England & Wales
2018,M,Isaac,2578,20,England & Wales
2018,F,Phoebe,1883,21,England & Wales
2018,M,James,2536,21,England & Wales
2018,F,Elsie,1875,22,England & Wales
2018,M,Alexander,2517,22,England & Wales
2018,F,Sienna,1834,23,England & Wales
2018,M,Logan,2320,23,England & Wales
2018,F,Alice,1827,24,England & Wales
2018,M,Edward,2197,24,England & Wales
2018,F,Jessica,1812,25,England & Wales
2018,M,Ethan,2106,25,England & Wales
2018,F,Rosie,1808,26,England & Wales
2018,M,Lucas,2098,26,England & Wales
2018,F,Harper,1796,27,England & Wales
2018,M,Joseph,1989,27,England & Wales
2018,F,Daisy,1769,28,England & Wales
2018,M,Sebastian,1964,28,England & Wales
2018,F,Sofia,1728,29,England & Wales
2018,M,Theodore,1932,29,England & Wales
2018,F,Isabelle,1701,30,England & Wales
2018,M,Finley,1926,30,England & Wales
2018,F,Matilda,1618,31,England & Wales
2018,M,Max,1867,31,England & Wales
2018,F,Ruby,1531,32,England & Wales
2018,M,Mohammed,1846,32,England & Wales
2018,F,Eva,1409,33,England & Wales
2018,M,Samuel,1788,33,England & Wales
2018,F,Emilia,1398,34,England & Wales
2018,M,Harrison,1765,34,England & Wales
2018,F,Scarlett,1393,35,England & Wales
2018,M,Benjamin,1743,35,England & Wales
2018,F,Chloe,1375,36,England & Wales
2018,M,Arlo,1715,36,England & Wales
2018,F,Maya,1260,37,England & Wales
2018,M,Daniel,1676,37,England & Wales
2018,F,Esme,1234,38,England & Wales
2018,M,Adam,1672,38,England & Wales
2018,F,Eliza,1220,39,England & Wales
2018,M,Teddy,1663,39,England & Wales
2018,F,Millie,1196,40,England & Wales
2018,M,Mason,1540,40,England & Wales
2018,F,Imogen,1179,41,England & Wales
2018,M,Elijah,1519,41,England & Wales
2018,F,Aria,1178,42,England & Wales
2018,M,Reuben,1504,42,England & Wales
2018,F,Luna,1162,43,England & Wales
2018,M,Dylan,1465,43,England & Wales
2018,F,Layla,1152,44,England & Wales
2018,M,Hunter,1410,44,England & Wales
2018,F,Harriet,1128,45,England & Wales
2018,M,Reggie,1356,45,England & Wales
2018,F,Maisie,1089,46,England & Wales
2018,M,Jaxon,1346,46,England & Wales
2018,F,Elizabeth,1076,47,England & Wales
2018,M,Rory,1323,47,England & Wales
2018,F,Penelope,1068,48,England & Wales
2018,M,Louie,1319,48,England & Wales
2018,F,Mila,1050,49,England & Wales
2018,M,David,1307,49,England & Wales
2018,F,Erin,1024,50,England & Wales
2018,M,Tommy,1299,50,England & Wales
2018,F,Eleanor,985,51,England & Wales
2018,M,Luca,1291,51,England & Wales
2018,F,Lola,982,52,England & Wales
2018,M,Albie,1284,52,England & Wales
2018,F,Violet,970,53,England & Wales
2018,M,Hugo,1279,53,England & Wales
2018,F,Bella,969,54,England & Wales
2018,M,Zachary,1265,54,England & Wales
2018,F,Rose,960,55,England & Wales
2018,M,Albert,1264,55,England & Wales
2018,F,Emma,957,56,England & Wales
2018,F,Holly,957,56,England & Wales
2018,M,Jude,1182,56,England & Wales
2018,M,Toby,1178,57,England & Wales
2018,F,Molly,929,58,England & Wales
2018,M,Riley,1168,58,England & Wales
2018,F,Thea,920,59,England & Wales
2018,M,Ezra,1118,59,England & Wales
2018,F,Ellie,919,60,England & Wales
2018,M,Carter,1030,60,England & Wales
2018,F,Lucy,910,61,England & Wales
2018,M,Gabriel,1022,61,England & Wales
2018,F,Hannah,849,62,England & Wales
2018,M,Roman,1018,62,England & Wales
2018,F,Lottie,824,63,England & Wales
2018,M,Frankie,1013,63,England & Wales
2018,F,Nancy,819,64,England & Wales
2018,M,Harley,1011,64,England & Wales
2018,F,Ada,811,65,England & Wales
2018,M,Frederick,1010,65,England & Wales
2018,F,Maria,799,66,England & Wales
2018,M,Ronnie,989,66,England & Wales
2018,F,Lilly,785,67,England & Wales
2018,M,Jake,988,67,England & Wales
2018,F,Zara,765,68,England & Wales
2018,M,Elliot,945,68,England & Wales
2018,F,Aurora,752,69,England & Wales
2018,M,Louis,941,69,England & Wales
2018,F,Amber,751,70,England & Wales
2018,M,Jenson,912,70,England & Wales
2018,F,Georgia,747,71,England & Wales
2018,M,Mohammad,880,71,England & Wales
2018,F,Robyn,742,72,England & Wales
2018,M,Stanley,877,72,England & Wales
2018,F,Gracie,719,73,England & Wales
2018,M,Bobby,872,73,England & Wales
2018,F,Summer,718,74,England & Wales
2018,M,Michael,869,74,England & Wales
2018,F,Jasmine,703,75,England & Wales
2018,M,Jesse,861,75,England & Wales
2018,F,Annabelle,695,76,England & Wales
2018,M,Finn,817,76,England & Wales
2018,F,Abigail,690,77,England & Wales
2018,M,Jayden,792,77,England & Wales
2018,F,Darcie,686,78,England & Wales
2018,M,Harvey,779,78,England & Wales
2018,F,Hallie,680,79,England & Wales
2018,M,Caleb,776,79,England & Wales
2018,F,Amelie,653,80,England & Wales
2018,M,Jackson,764,80,England & Wales
2018,F,Bonnie,645,81,England & Wales
2018,M,Charles,758,81,England & Wales
2018,F,Iris,634,82,England & Wales
2018,F,Maryam,634,82,England & Wales
2018,M,Matthew,757,82,England & Wales
2018,M,Grayson,742,83,England & Wales
2018,F,Beatrice,629,84,England & Wales
2018,M,Blake,733,84,England & Wales
2018,F,Anna,628,85,England & Wales
2018,M,Liam,731,85,England & Wales
2018,F,Heidi,621,86,England & Wales
2018,F,Orla,621,86,England & Wales
2018,M,Elliott,728,86,England & Wales
2018,M,Ellis,726,87,England & Wales
2018,F,Arabella,619,88,England & Wales
2018,M,Ralph,719,88,England & Wales
2018,F,Clara,609,89,England & Wales
2018,M,Jasper,708,89,England & Wales
2018,M,Rowan,708,89,England & Wales
2018,F,Delilah,601,90,England & Wales
2018,F,Edith,599,91,England & Wales
2018,M,Alex,696,91,England & Wales
2018,M,Ryan,696,91,England & Wales
2018,F,Aisha,568,92,England & Wales
2018,F,Francesca,567,93,England & Wales
2018,M,Felix,689,93,England & Wales
2018,F,Martha,560,94,England & Wales
2018,M,Luke,677,94,England & Wales
2018,F,Ayla,556,95,England & Wales
2018,M,Dexter,676,95,England & Wales
2018,F,Zoe,546,96,England & Wales
2018,M,Ollie,659,96,England & Wales
2018,F,Lyla,539,97,England & Wales
2018,M,Leon,655,97,England & Wales
2018,F,Sara,535,98,England & Wales
2018,M,Tobias,647,98,England & Wales
2018,F,Margot,534,99,England & Wales
2018,M,Sonny,640,99,England & Wales
2018,F,Felicity,522,100,England & Wales
2018,M,Dominic,634,100,England & Wales
2018,M,Kai,634,100,England & Wales
2019,F,Olivia,4082,1,England & Wales
2019,M,Oliver,4932,1,England & Wales
2019,F,Amelia,3712,2,England & Wales
2019,M,George,4575,2,England & Wales
2019,F,Isla,2981,3,England & Wales
2019,M,Noah,4265,3,England & Wales
2019,F,Ava,2946,4,England & Wales
2019,M,Arthur,4211,4,England & Wales
2019,F,Mia,2500,5,England & Wales
2019,M,Harry,3823,5,England & Wales
2019,F,Isabella,2398,6,England & Wales
2019,M,Leo,3637,6,England & Wales
2019,F,Sophia,2332,7,England & Wales
2019,M,Muhammad,3604,7,England & Wales
2019,F,Grace,2330,8,England & Wales
2019,M,Jack,3381,8,England & Wales
2019,F,Lily,2285,9,England & Wales
2019,M,Charlie,3355,9,England & Wales
2019,F,Freya,2264,10,England & Wales
2019,M,Oscar,3334,10,England & Wales
2019,F,Emily,2262,11,England & Wales
2019,M,Jacob,3065,11,England & Wales
2019,F,Ivy,2158,12,England & Wales
2019,M,Henry,3012,12,England & Wales
2019,F,Ella,2105,13,England & Wales
2019,M,Thomas,2957,13,England & Wales
2019,F,Rosie,2036,14,England & Wales
2019,M,Freddie,2907,14,England & Wales
2019,F,Evie,2025,15,England & Wales
2019,F,Florence,2025,15,England & Wales
2019,M,Alfie,2785,15,England & Wales
2019,M,Theo,2729,16,England & Wales
2019,F,Poppy,2022,17,England & Wales
2019,M,William,2667,17,England & Wales
2019,F,Charlotte,2015,18,England & Wales
2019,M,Theodore,2663,18,England & Wales
2019,F,Willow,1995,19,England & Wales
2019,M,Archie,2544,19,England & Wales
2019,F,Evelyn,1761,20,England & Wales
2019,M,Joshua,2450,20,England & Wales
2019,F,Elsie,1760,21,England & Wales
2019,M,Alexander,2344,21,England & Wales
2019,F,Phoebe,1753,22,England & Wales
2019,M,James,2336,22,England & Wales
2019,F,Sophie,1727,23,England & Wales
2019,M,Isaac,2331,23,England & Wales
2019,F,Sienna,1713,24,England & Wales
2019,M,Edward,2125,24,England & Wales
2019,F,Alice,1695,25,England & Wales
2019,M,Lucas,2075,25,England & Wales
2019,F,Sofia,1688,26,England & Wales
2019,M,Tommy,1877,26,England & Wales
2019,F,Ruby,1656,27,England & Wales
2019,M,Finley,1842,27,England & Wales
2019,F,Isabelle,1598,28,England & Wales
2019,M,Max,1835,28,England & Wales
2019,F,Harper,1586,29,England & Wales
2019,M,Logan,1808,29,England & Wales
2019,F,Matilda,1563,30,England & Wales
2019,M,Ethan,1770,30,England & Wales
2019,F,Daisy,1543,31,England & Wales
2019,M,Mohammed,1752,31,England & Wales
2019,F,Emilia,1473,32,England & Wales
2019,M,Teddy,1704,32,England & Wales
2019,F,Jessica,1439,33,England & Wales
2019,M,Benjamin,1701,33,England & Wales
2019,F,Maya,1375,34,England & Wales
2019,M,Arlo,1678,34,England & Wales
2019,M,Joseph,1678,34,England & Wales
2019,M,Sebastian,1678,34,England & Wales
2019,F,Eva,1276,35,England & Wales
2019,F,Luna,1213,36,England & Wales
2019,F,Millie,1208,37,England & Wales
2019,M,Harrison,1663,37,England & Wales
2019,F,Eliza,1197,38,England & Wales
2019,M,Elijah,1621,38,England & Wales
2019,F,Chloe,1183,39,England & Wales
2019,M,Adam,1618,39,England & Wales
2019,F,Maisie,1168,40,England & Wales
2019,M,Daniel,1545,40,England & Wales
2019,F,Penelope,1157,41,England & Wales
2019,M,Samuel,1540,41,England & Wales
2019,F,Aria,1156,42,England & Wales
2019,M,Louie,1446,42,England & Wales
2019,F,Esme,1138,43,England & Wales
2019,M,Mason,1433,43,England & Wales
2019,F,Scarlett,1101,44,England & Wales
2019,M,Reuben,1424,44,England & Wales
2019,F,Imogen,1075,45,England & Wales
2019,M,Albie,1400,45,England & Wales
2019,F,Thea,1052,46,England & Wales
2019,M,Rory,1357,46,England & Wales
2019,F,Ada,1028,47,England & Wales
2019,M,Jaxon,1356,47,England & Wales
2019,F,Layla,1025,48,England & Wales
2019,M,Hugo,1329,48,England & Wales
2019,F,Harriet,1021,49,England & Wales
2019,M,Luca,1306,49,England & Wales
2019,F,Mila,1017,50,England & Wales
2019,M,Zachary,1295,50,England & Wales
2019,F,Violet,990,51,England & Wales
2019,M,Reggie,1290,51,England & Wales
2019,F,Eleanor,971,52,England & Wales
2019,M,Hunter,1278,52,England & Wales
2019,F,Bella,958,53,England & Wales
2019,M,Louis,1274,53,England & Wales
2019,F,Erin,947,54,England & Wales
2019,M,Dylan,1260,54,England & Wales
2019,F,Elizabeth,933,55,England & Wales
2019,M,Albert,1228,55,England & Wales
2019,F,Rose,923,56,England & Wales
2019,M,David,1168,56,England & Wales
2019,F,Molly,911,57,England & Wales
2019,M,Jude,1163,57,England & Wales
2019,F,Hallie,910,58,England & Wales
2019,M,Frankie,1118,58,England & Wales
2019,F,Emma,900,59,England & Wales
2019,M,Roman,1115,59,England & Wales
2019,F,Lola,899,60,England & Wales
2019,M,Ezra,1105,60,England & Wales
2019,F,Lucy,882,61,England & Wales
2019,M,Toby,1104,61,England & Wales
2019,F,Bonnie,878,62,England & Wales
2019,M,Riley,1048,62,England & Wales
2019,F,Ellie,838,63,England & Wales
2019,M,Carter,1001,63,England & Wales
2019,F,Nancy,816,64,England & Wales
2019,M,Ronnie,992,64,England & Wales
2019,F,Robyn,807,65,England & Wales
2019,M,Frederick,983,65,England & Wales
2019,F,Zara,805,66,England & Wales
2019,M,Gabriel,923,66,England & Wales
2019,F,Lottie,793,67,England & Wales
2019,M,Stanley,922,67,England & Wales
2019,F,Hannah,786,68,England & Wales
2019,M,Bobby,903,68,England & Wales
2019,F,Maria,785,69,England & Wales
2019,M,Jesse,859,69,England & Wales
2019,F,Aurora,777,70,England & Wales
2019,M,Michael,835,70,England & Wales
2019,F,Arabella,775,71,England & Wales
2019,M,Elliot,825,71,England & Wales
2019,F,Holly,772,72,England & Wales
2019,M,Grayson,822,72,England & Wales
2019,F,Jasmine,752,73,England & Wales
2019,M,Mohammad,807,73,England & Wales
2019,F,Gracie,718,74,England & Wales
2019,M,Liam,798,74,England & Wales
2019,F,Georgia,698,75,England & Wales
2019,M,Jenson,797,75,England & Wales
2019,F,Delilah,695,76,England & Wales
2019,M,Ellis,780,76,England & Wales
2019,F,Darcie,693,77,England & Wales
2019,M,Harley,771,77,England & Wales
2019,F,Orla,687,78,England & Wales
2019,M,Harvey,769,78,England & Wales
2019,F,Amber,676,79,England & Wales
2019,M,Jayden,760,79,England & Wales
2019,F,Amelie,663,80,England & Wales
2019,M,Jake,755,80,England & Wales
2019,F,Iris,658,81,England & Wales
2019,M,Ralph,748,81,England & Wales
2019,F,Anna,642,82,England & Wales
2019,M,Rowan,734,82,England & Wales
2019,F,Abigail,634,83,England & Wales
2019,M,Elliott,728,83,England & Wales
2019,F,Ayla,631,84,England & Wales
2019,F,Maryam,631,84,England & Wales
2019,M,Jasper,720,84,England & Wales
2019,M,Ollie,708,85,England & Wales
2019,F,Lilly,625,86,England & Wales
2019,M,Charles,707,86,England & Wales
2019,M,Finn,707,86,England & Wales
2019,F,Annabelle,622,87,England & Wales
2019,F,Sara,609,88,England & Wales
2019,M,Felix,694,88,England & Wales
2019,F,Edith,598,89,England & Wales
2019,M,Caleb,693,89,England & Wales
2019,F,Beatrice,595,90,England & Wales
2019,M,Chester,680,90,England & Wales
2019,F,Clara,586,91,England & Wales
2019,M,Jackson,675,91,England & Wales
2019,F,Summer,578,92,England & Wales
2019,M,Hudson,671,92,England & Wales
2019,F,Heidi,577,93,England & Wales
2019,M,Leon,662,93,England & Wales
2019,F,Margot,575,94,England & Wales
2019,M,Ibrahim,653,94,England & Wales
2019,F,Martha,552,95,England & Wales
2019,M,Ryan,649,95,England & Wales
2019,F,Zoe,551,96,England & Wales
2019,M,Blake,646,96,England & Wales
2019,F,Lara,540,97,England & Wales
2019,M,Alfred,645,97,England & Wales
2019,F,Lyla,531,98,England & Wales
2019,F,Mabel,531,98,England & Wales
2019,M,Oakley,639,98,England & Wales
2019,M,Matthew,633,99,England & Wales
2019,F,Felicity,519,100,England & Wales
2019,M,Luke,632,100,England & Wales
2020,F,Olivia,3640,1,England & Wales
2020,M,Oliver,4225,1,England & Wales
2020,F,Amelia,3319,2,England & Wales
2020,M,George,4100,2,England & Wales
2020,F,Isla,2749,3,England & Wales
2020,M,Arthur,4052,3,England & Wales
2020,F,Ava,2679,4,England & Wales
2020,M,Noah,4042,4,England & Wales
2020,F,Mia,2303,5,England & Wales
2020,M,Muhammad,3710,5,England & Wales
2020,F,Ivy,2166,6,England & Wales
2020,M,Leo,3314,6,England & Wales
2020,F,Lily,2150,7,England & Wales
2020,M,Oscar,3268,7,England & Wales
2020,F,Isabella,2052,8,England & Wales
2020,M,Harry,3209,8,England & Wales
2020,F,Rosie,2035,9,England & Wales
2020,M,Archie,2944,9,England & Wales
2020,F,Sophia,2028,10,England & Wales
2020,M,Jack,2900,10,England & Wales
2020,F,Grace,2010,11,England & Wales
2020,M,Henry,2868,11,England & Wales
2020,F,Freya,1982,12,England & Wales
2020,F,Willow,1982,12,England & Wales
2020,M,Charlie,2810,12,England & Wales
2020,M,Freddie,2797,13,England & Wales
2020,F,Florence,1963,14,England & Wales
2020,M,Theodore,2737,14,England & Wales
2020,F,Emily,1896,15,England & Wales
2020,M,Thomas,2646,15,England & Wales
2020,F,Ella,1887,16,England & Wales
2020,M,Finley,2613,16,England & Wales
2020,F,Poppy,1838,17,England & Wales
2020,M,Theo,2598,17,England & Wales
2020,F,Evie,1793,18,England & Wales
2020,M,Alfie,2414,18,England & Wales
2020,F,Elsie,1772,19,England & Wales
2020,M,Jacob,2327,19,England & Wales
2020,F,Charlotte,1732,20,England & Wales
2020,M,William,2215,20,England & Wales
2020,F,Evelyn,1709,21,England & Wales
2020,M,Isaac,2074,21,England & Wales
2020,F,Sienna,1638,22,England & Wales
2020,M,Tommy,2013,22,England & Wales
2020,F,Sofia,1623,23,England & Wales
2020,M,Joshua,1989,23,England & Wales
2020,F,Daisy,1571,24,England & Wales
2020,M,James,1977,24,England & Wales
2020,F,Phoebe,1543,25,England & Wales
2020,M,Lucas,1946,25,England & Wales
2020,F,Sophie,1525,26,England & Wales
2020,M,Alexander,1909,26,England & Wales
2020,F,Alice,1432,27,England & Wales
2020,M,Arlo,1908,27,England & Wales
2020,F,Harper,1415,28,England & Wales
2020,M,Roman,1776,28,England & Wales
2020,F,Matilda,1401,29,England & Wales
2020,M,Edward,1751,29,England & Wales
2020,F,Ruby,1359,30,England & Wales
2020,M,Elijah,1668,30,England & Wales
2020,F,Emilia,1353,31,England & Wales
2020,M,Teddy,1627,31,England & Wales
