year,sex,name,n,rank,nation
2002,F,Anna,1292,37,England & Wales
2002,M,Brandon,1848,37,England & Wales
2002,F,Erin,1278,38,England & Wales
2002,M,Tyler,1790,38,England & Wales
2002,F,Sarah,1161,39,England & Wales
2002,M,Bradley,1772,39,England & Wales
2002,F,Daisy,1160,40,England & Wales
2002,F,Phoebe,1160,40,England & Wales
2002,M,Kyle,1767,40,England & Wales
2002,M,Louis,1721,41,England & Wales
2002,F,Abbie,1153,42,England & Wales
2002,M,Alex,1707,42,England & Wales
2002,F,Zoe,1128,43,England & Wales
2002,M,Jordan,1634,43,England & Wales
2002,F,Rachel,1115,44,England & Wales
2002,M,Reece,1607,44,England & Wales
2002,F,Maisie,1077,45,England & Wales
2002,F,Nicole,1077,45,England & Wales
2002,M,Harvey,1468,45,England & Wales
2002,M,Edward,1376,46,England & Wales
2002,F,Isabelle,1073,47,England & Wales
2002,M,David,1320,47,England & Wales
2002,F,Laura,1065,48,England & Wales
2002,M,Charles,1309,48,England & Wales
2002,F,Freya,1049,49,England & Wales
2002,M,Alfie,1306,49,England & Wales
2002,F,Isabella,1041,50,England & Wales
2002,M,Robert,1244,50,England & Wales
2002,F,Paige,1040,51,England & Wales
2002,M,Henry,1242,51,England & Wales
2002,F,Natasha,1003,52,England & Wales
2002,M,Harrison,1222,52,England & Wales
2002,F,Isobel,960,53,England & Wales
2002,M,Rhys,1202,53,England & Wales
2002,F,Niamh,956,54,England & Wales
2002,M,Joe,1187,54,England & Wales
2002,F,Rosie,951,55,England & Wales
2002,M,Archie,1165,55,England & Wales
2002,F,Alexandra,910,56,England & Wales
2002,M,Christopher,1110,56,England & Wales
2002,F,Eve,907,57,England & Wales
2002,M,Sam,1069,57,England & Wales
2002,F,Louise,902,58,England & Wales
2002,M,Toby,1047,58,England & Wales
2002,F,Isabel,891,59,England & Wales
2002,M,Kai,1037,59,England & Wales
2002,F,Imogen,890,60,England & Wales
2002,M,Morgan,1001,60,England & Wales
2002,F,Hollie,886,61,England & Wales
2002,M,Muhammad,979,61,England & Wales
2002,F,Alicia,866,62,England & Wales
2002,M,Jay,971,62,England & Wales
2002,F,Poppy,828,63,England & Wales
2002,M,Isaac,931,63,England & Wales
2002,F,Alisha,818,64,England & Wales
2002,M,John,916,64,England & Wales
2002,F,Aimee,801,65,England & Wales
2002,M,Mohammad,900,65,England & Wales
2002,F,Ruby,795,66,England & Wales
2002,M,Andrew,898,66,England & Wales
2002,F,Morgan,791,67,England & Wales
2002,M,Aidan,891,67,England & Wales
2002,F,Tia,774,68,England & Wales
2002,M,Kian,876,68,England & Wales
2002,F,Jodie,745,69,England & Wales
2002,M,Joel,858,69,England & Wales
2002,F,Mollie,740,70,England & Wales
2002,M,Oscar,836,70,England & Wales
2002,M,Taylor,836,70,England & Wales
2002,F,Libby,728,71,England & Wales
2002,F,Madeleine,727,72,England & Wales
2002,M,Lucas,796,72,England & Wales
2002,F,Harriet,718,73,England & Wales
2002,M,Leon,790,73,England & Wales
2002,F,Jennifer,704,74,England & Wales
2002,M,Sean,784,74,England & Wales
2002,F,Georgina,692,75,England & Wales
2002,M,Dominic,782,75,England & Wales
2002,F,Lydia,687,76,England & Wales
2002,M,Elliot,775,76,England & Wales
2002,F,Victoria,672,77,England & Wales
2002,M,Finlay,744,77,England & Wales
2002,F,Chelsea,670,78,England & Wales
2002,M,Bailey,734,78,England & Wales
2002,M,Scott,734,78,England & Wales
2002,F,Samantha,663,79,England & Wales
2002,F,Madison,653,80,England & Wales
2002,M,Jonathan,725,80,England & Wales
2002,F,Evie,652,81,England & Wales
2002,M,Billy,709,81,England & Wales
2002,F,Kate,651,82,England & Wales
2002,M,Patrick,693,82,England & Wales
2002,F,Danielle,641,83,England & Wales
2002,M,Ellis,661,83,England & Wales
2002,F,Kayleigh,640,84,England & Wales
2002,M,Josh,657,84,England & Wales
2002,F,Katherine,624,85,England & Wales
2002,M,Mason,654,85,England & Wales
2002,F,Sophia,622,86,England & Wales
2002,M,Ewan,651,86,England & Wales
2002,F,Melissa,621,87,England & Wales
2002,M,Nicholas,627,87,England & Wales
2002,F,Francesca,599,88,England & Wales
2002,M,Leo,601,88,England & Wales
2002,F,Gabrielle,574,89,England & Wales
2002,M,Declan,594,89,England & Wales
2002,F,Yasmin,573,90,England & Wales
2002,M,Tom,581,90,England & Wales
2002,F,Charlie,545,91,England & Wales
2002,M,Finley,550,91,England & Wales
2002,F,Aaliyah,533,92,England & Wales
2002,M,Marcus,546,92,England & Wales
2002,F,Elle,502,93,England & Wales
2002,M,Anthony,542,93,England & Wales
2002,F,Stephanie,500,94,England & Wales
2002,M,Jason,540,94,England & Wales
2002,F,Eloise,495,95,England & Wales
2002,M,Ashley,529,95,England & Wales
2002,F,Elise,493,96,England & Wales
2002,M,Sebastian,527,96,England & Wales
2002,F,Lara,482,97,England & Wales
2002,M,Peter,504,97,England & Wales
2002,F,Ellen,481,98,England & Wales
2002,M,Zachary,502,98,England & Wales
2002,F,Natalie,480,99,England & Wales
2002,M,Gabriel,491,99,England & Wales
2002,F,Abby,456,100,England & Wales
2002,F,Zara,456,100,England & Wales
2002,M,Kieron,488,100,England & Wales
2003,F,Emily,5423,1,England & Wales
2003,M,Jack,9037,1,England & Wales
2003,F,Ellie,5136,2,England & Wales
2003,M,Joshua,8190,2,England & Wales
2003,F,Chloe,5058,3,England & Wales
2003,M,Thomas,7213,3,England & Wales
2003,F,Jessica,4928,4,England & Wales
2003,M,James,6305,4,England & Wales
2003,F,Sophie,4592,5,England & Wales
2003,M,Daniel,5794,5,England & Wales
2003,F,Megan,4077,6,England & Wales
2003,M,Oliver,5062,6,England & Wales
2003,F,Lucy,4032,7,England & Wales
2003,M,Benjamin,4999,7,England & Wales
2003,F,Olivia,4024,8,England & Wales
2003,M,Samuel,4970,8,England & Wales
2003,F,Charlotte,3819,9,England & Wales
2003,M,William,4904,9,England & Wales
2003,F,Hannah,3546,10,England & Wales
2003,M,Joseph,4828,10,England & Wales
2003,F,Katie,3521,11,England & Wales
2003,M,Harry,4644,11,England & Wales
2003,F,Ella,3494,12,England & Wales
2003,M,Matthew,4480,12,England & Wales
2003,F,Holly,3377,13,England & Wales
2003,M,Lewis,4056,13,England & Wales
2003,F,Grace,3165,14,England & Wales
2003,M,Luke,3958,14,England & Wales
2003,F,Mia,3132,15,England & Wales
2003,M,Ethan,3924,15,England & Wales
2003,F,Amy,2889,16,England & Wales
2003,M,George,3479,16,England & Wales
2003,F,Lauren,2823,17,England & Wales
2003,M,Alfie,3450,17,England & Wales
2003,F,Molly,2782,18,England & Wales
2003,M,Adam,3404,18,England & Wales
2003,F,Emma,2711,19,England & Wales
2003,M,Callum,3363,19,England & Wales
2003,F,Abigail,2642,20,England & Wales
2003,M,Alexander,3252,20,England & Wales
2003,F,Amelia,2299,21,England & Wales
2003,M,Mohammed,3174,21,England & Wales
2003,F,Caitlin,2277,22,England & Wales
2003,M,Ryan,3147,22,England & Wales
2003,F,Lily,2221,23,England & Wales
2003,M,Cameron,2979,23,England & Wales
2003,F,Bethany,2205,24,England & Wales
2003,M,Charlie,2936,24,England & Wales
2003,F,Rebecca,2120,25,England & Wales
2003,M,Connor,2930,25,England & Wales
2003,F,Georgia,1976,26,England & Wales
2003,M,Ben,2904,26,England & Wales
2003,F,Leah,1903,27,England & Wales
2003,M,Jacob,2903,27,England & Wales
2003,F,Millie,1869,28,England & Wales
2003,M,Dylan,2886,28,England & Wales
2003,F,Eleanor,1838,29,England & Wales
2003,M,Liam,2683,29,England & Wales
2003,F,Jasmine,1587,30,England & Wales
2003,M,Nathan,2574,30,England & Wales
2003,F,Daisy,1553,31,England & Wales
2003,M,Jake,2551,31,England & Wales
2003,F,Elizabeth,1539,32,England & Wales
2003,M,Jamie,2312,32,England & Wales
2003,F,Alice,1427,33,England & Wales
2003,M,Owen,2282,33,England & Wales
2003,F,Courtney,1419,34,England & Wales
2003,M,Max,2154,34,England & Wales
2003,F,Shannon,1402,35,England & Wales
2003,M,Tyler,2143,35,England & Wales
2003,F,Erin,1361,36,England & Wales
2003,M,Harvey,2104,36,England & Wales
2003,F,Isabella,1350,37,England & Wales
2003,M,Kieran,2099,37,England & Wales
2003,F,Abbie,1287,38,England & Wales
2003,M,Michael,1987,38,England & Wales
2003,F,Anna,1235,39,England & Wales
2003,M,Kyle,1823,39,England & Wales
2003,F,Amber,1222,40,England & Wales
2003,M,Brandon,1720,40,England & Wales
2003,F,Isabelle,1214,41,England & Wales
2003,M,Louis,1699,41,England & Wales
2003,F,Freya,1211,42,England & Wales
2003,M,Alex,1689,42,England & Wales
2003,F,Poppy,1200,43,England & Wales
2003,M,Aaron,1636,43,England & Wales
2003,F,Phoebe,1182,44,England & Wales
2003,M,Bradley,1582,44,England & Wales
2003,F,Paige,1161,45,England & Wales
2003,M,Edward,1412,45,England & Wales
2003,F,Isabel,1120,46,England & Wales
2003,M,Reece,1380,46,England & Wales
2003,F,Ruby,1084,47,England & Wales
2003,M,Harrison,1359,47,England & Wales
2003,F,Rachel,1073,48,England & Wales
2003,M,Charles,1302,48,England & Wales
2003,F,Sarah,1066,49,England & Wales
2003,M,David,1264,49,England & Wales
2003,F,Isobel,1048,50,England & Wales
2003,M,Archie,1216,50,England & Wales
2003,F,Aimee,1043,51,England & Wales
2003,M,Toby,1200,51,England & Wales
2003,F,Rosie,1024,52,England & Wales
2003,M,Rhys,1186,52,England & Wales
2003,F,Zoe,1019,53,England & Wales
2003,M,Henry,1159,53,England & Wales
2003,F,Tia,1010,54,England & Wales
2003,M,Jordan,1158,54,England & Wales
2003,F,Maisie,996,55,England & Wales
2003,M,Joe,1126,55,England & Wales
2003,F,Niamh,991,56,England & Wales
2003,M,Kai,1119,56,England & Wales
2003,F,Libby,981,57,England & Wales
2003,M,Kian,1094,57,England & Wales
2003,F,Natasha,973,58,England & Wales
2003,M,Morgan,1069,58,England & Wales
2003,F,Nicole,934,59,England & Wales
2003,M,Christopher,1057,59,England & Wales
2003,F,Evie,917,60,England & Wales
2003,M,Robert,1054,60,England & Wales
2003,F,Imogen,891,61,England & Wales
2003,M,Muhammad,1048,61,England & Wales
2003,F,Morgan,887,62,England & Wales
2003,M,Oscar,992,62,England & Wales
2003,F,Alicia,844,63,England & Wales
2003,M,Sam,981,63,England & Wales
2003,F,Hollie,838,64,England & Wales
2003,M,Isaac,942,64,England & Wales
2003,F,Eve,830,65,England & Wales
2003,M,Jay,929,65,England & Wales
2003,F,Alisha,810,66,England & Wales
2003,M,John,920,66,England & Wales
2003,F,Alexandra,766,67,England & Wales
2003,F,Laura,766,67,England & Wales
2003,M,Sean,866,67,England & Wales
2003,M,Finlay,860,68,England & Wales
2003,F,Lydia,754,69,England & Wales
2003,M,Joel,846,69,England & Wales
2003,F,Louise,750,70,England & Wales
2003,M,Mohammad,845,70,England & Wales
2003,F,Madeleine,734,71,England & Wales
2003,M,Dominic,842,71,England & Wales
2003,F,Madison,719,72,England & Wales
2003,M,Aidan,838,72,England & Wales
2003,M,Lucas,838,72,England & Wales
2003,F,Kate,714,73,England & Wales
2003,F,Sophia,709,74,England & Wales
2003,M,Leon,824,74,England & Wales
2003,F,Chelsea,684,75,England & Wales
2003,M,Andrew,820,75,England & Wales
2003,F,Georgina,671,76,England & Wales
2003,M,Taylor,807,76,England & Wales
2003,F,Jade,668,77,England & Wales
2003,M,Leo,774,77,England & Wales
2003,F,Jodie,647,78,England & Wales
2003,M,Elliot,771,78,England & Wales
2003,F,Harriet,645,79,England & Wales
2003,M,Jonathan,753,79,England & Wales
2003,F,Francesca,633,80,England & Wales
2003,M,Bailey,750,80,England & Wales
2003,F,Jennifer,628,81,England & Wales
2003,M,Patrick,742,81,England & Wales
2003,F,Eloise,616,82,England & Wales
2003,M,Scott,713,82,England & Wales
2003,F,Kayleigh,612,83,England & Wales
2003,M,Finley,710,83,England & Wales
2003,F,Melissa,610,84,England & Wales
2003,M,Billy,703,84,England & Wales
2003,F,Mollie,606,85,England & Wales
2003,M,Ellis,677,85,England & Wales
2003,F,Summer,605,86,England & Wales
2003,M,Logan,656,86,England & Wales
2003,F,Victoria,601,87,England & Wales
2003,M,Mason,654,87,England & Wales
2003,F,Charlie,584,88,England & Wales
2003,M,Sebastian,637,88,England & Wales
2003,F,Katherine,577,89,England & Wales
2003,M,Tom,629,89,England & Wales
2003,F,Samantha,574,90,England & Wales
2003,M,Spencer,617,90,England & Wales
2003,F,Lara,568,91,England & Wales
2003,M,Nicholas,607,91,England & Wales
2003,F,Yasmin,546,92,England & Wales
2003,M,Declan,604,92,England & Wales
2003,F,Brooke,544,93,England & Wales
2003,M,Josh,598,93,England & Wales
2003,F,Naomi,543,94,England & Wales
2003,M,Noah,597,94,England & Wales
2003,F,Cerys,541,95,England & Wales
2003,M,Ewan,552,95,England & Wales
2003,F,Aaliyah,531,96,England & Wales
2003,M,Anthony,543,96,England & Wales
2003,F,Tegan,530,97,England & Wales
2003,M,Jude,537,97,England & Wales
2003,F,Faith,522,98,England & Wales
2003,M,Luca,536,98,England & Wales
2003,F,Zara,505,99,England & Wales
2003,M,Corey,526,99,England & Wales
2003,F,Abby,500,100,England & Wales
2003,M,Marcus,521,100,England & Wales
2004,F,Emily,5399,1,England & Wales
2004,M,Jack,8380,1,England & Wales
2004,F,Ellie,5142,2,England & Wales
2004,M,Joshua,7823,2,England & Wales
2004,F,Jessica,4838,3,England & Wales
2004,M,Thomas,7295,3,England & Wales
2004,F,Sophie,4670,4,England & Wales
2004,M,James,6135,4,England & Wales
2004,F,Chloe,4530,5,England & Wales
2004,M,Daniel,5730,5,England & Wales
2004,F,Olivia,3985,6,England & Wales
2004,M,Samuel,5570,6,England & Wales
2004,F,Lucy,3908,7,England & Wales
2004,M,Oliver,5565,7,England & Wales
2004,F,Charlotte,3811,8,England & Wales
2004,M,William,5212,8,England & Wales
2004,F,Katie,3749,9,England & Wales
2004,M,Benjamin,5144,9,England & Wales
2004,F,Megan,3508,10,England & Wales
2004,M,Joseph,5030,10,England & Wales
2004,F,Grace,3393,11,England & Wales
2004,M,Harry,4704,11,England & Wales
2004,F,Hannah,3312,12,England & Wales
2004,M,Matthew,4227,12,England & Wales
2004,F,Amy,3286,13,England & Wales
2004,M,Ethan,3864,13,England & Wales
2004,F,Ella,3274,14,England & Wales
2004,M,Lewis,3850,14,England & Wales
2004,F,Mia,3017,15,England & Wales
2004,M,Charlie,3666,15,England & Wales
2004,F,Lily,2803,16,England & Wales
2004,M,Luke,3647,16,England & Wales
2004,F,Holly,2730,17,England & Wales
2004,M,George,3578,17,England & Wales
2004,F,Amelia,2649,18,England & Wales
2004,M,Callum,3367,18,England & Wales
2004,F,Abigail,2643,19,England & Wales
2004,M,Mohammed,3221,19,England & Wales
2004,F,Emma,2638,20,England & Wales
2004,M,Alexander,3191,20,England & Wales
2004,F,Molly,2610,21,England & Wales
2004,M,Dylan,3023,21,England & Wales
2004,F,Millie,2421,22,England & Wales
2004,M,Ryan,3009,22,England & Wales
2004,F,Lauren,2412,23,England & Wales
2004,M,Jacob,2954,23,England & Wales
2004,F,Leah,2160,24,England & Wales
2004,M,Adam,2938,24,England & Wales
2004,F,Caitlin,2115,25,England & Wales
2004,M,Alfie,2804,25,England & Wales
2004,F,Rebecca,1934,26,England & Wales
2004,M,Jake,2763,26,England & Wales
2004,F,Georgia,1767,27,England & Wales
2004,M,Ben,2749,27,England & Wales
2004,F,Bethany,1723,28,England & Wales
2004,M,Connor,2646,28,England & Wales
2004,F,Eleanor,1683,29,England & Wales
2004,M,Cameron,2585,29,England & Wales
2004,F,Isabelle,1665,30,England & Wales
2004,M,Liam,2533,30,England & Wales
2004,F,Ruby,1654,31,England & Wales
2004,M,Nathan,2459,31,England & Wales
2004,F,Daisy,1638,32,England & Wales
2004,M,Harvey,2416,32,England & Wales
2004,F,Freya,1605,33,England & Wales
2004,M,Jamie,2359,33,England & Wales
2004,F,Isabella,1555,34,England & Wales
2004,M,Max,2235,34,England & Wales
2004,F,Elizabeth,1515,35,England & Wales
2004,M,Owen,2232,35,England & Wales
2004,M,Tyler,2232,35,England & Wales
2004,F,Erin,1481,36,England & Wales
2004,F,Jasmine,1468,37,England & Wales
2004,M,Kyle,1990,37,England & Wales
2004,F,Evie,1407,38,England & Wales
2004,M,Louis,1976,38,England & Wales
2004,F,Alice,1393,39,England & Wales
2004,M,Michael,1836,39,England & Wales
2004,F,Paige,1293,40,England & Wales
2004,M,Kieran,1730,40,England & Wales
2004,F,Madison,1292,41,England & Wales
2004,M,Aaron,1720,41,England & Wales
2004,F,Amber,1291,42,England & Wales
2004,M,Bradley,1662,42,England & Wales
2004,F,Phoebe,1290,43,England & Wales
2004,M,Edward,1604,43,England & Wales
2004,F,Abbie,1251,44,England & Wales
2004,M,Brandon,1542,44,England & Wales
2004,F,Poppy,1246,45,England & Wales
2004,M,Archie,1512,45,England & Wales
2004,F,Courtney,1200,46,England & Wales
2004,M,Alex,1500,46,England & Wales
2004,F,Aimee,1189,47,England & Wales
2004,M,Harrison,1493,47,England & Wales
2004,F,Niamh,1178,48,England & Wales
2004,M,Henry,1469,48,England & Wales
2004,F,Isabel,1174,49,England & Wales
2004,M,Charles,1440,49,England & Wales
2004,F,Anna,1173,50,England & Wales
2004,M,Toby,1304,50,England & Wales
2004,F,Keira,1164,51,England & Wales
2004,M,Muhammad,1286,51,England & Wales
2004,F,Libby,1099,52,England & Wales
2004,M,Reece,1283,52,England & Wales
2004,F,Isobel,1075,53,England & Wales
2004,M,Rhys,1227,53,England & Wales
2004,M,Sam,1227,53,England & Wales
2004,F,Shannon,1072,54,England & Wales
2004,F,Tia,1050,55,England & Wales
2004,M,David,1148,55,England & Wales
2004,F,Sarah,1037,56,England & Wales
2004,M,Joe,1132,56,England & Wales
2004,F,Rosie,958,57,England & Wales
2004,M,Leo,1119,57,England & Wales
2004,F,Zoe,953,58,England & Wales
2004,M,Isaac,1104,58,England & Wales
2004,F,Maisie,943,59,England & Wales
2004,M,Oscar,1093,59,England & Wales
2004,F,Alicia,938,60,England & Wales
2004,M,Robert,1049,60,England & Wales
2004,F,Eve,933,61,England & Wales
2004,M,Kian,1047,61,England & Wales
2004,F,Alisha,916,62,England & Wales
2004,M,Kai,1044,62,England & Wales
2004,F,Sophia,879,63,England & Wales
2004,M,Finlay,1016,63,England & Wales
2004,F,Nicole,876,64,England & Wales
2004,M,John,995,64,England & Wales
2004,F,Rachel,861,65,England & Wales
2004,M,Christopher,966,65,England & Wales
2004,F,Natasha,817,66,England & Wales
2004,M,Morgan,953,66,England & Wales
2004,F,Imogen,799,67,England & Wales
2004,M,Jay,947,67,England & Wales
2004,F,Scarlett,774,68,England & Wales
2004,M,Bailey,924,68,England & Wales
2004,F,Madeleine,773,69,England & Wales
2004,M,Mohammad,906,69,England & Wales
2004,F,Lydia,768,70,England & Wales
2004,M,Aidan,901,70,England & Wales
2004,F,Hollie,754,71,England & Wales
2004,M,Billy,899,71,England & Wales
2004,M,Finley,899,71,England & Wales
2004,F,Alexandra,730,72,England & Wales
2004,F,Summer,727,73,England & Wales
2004,M,Joel,885,73,England & Wales
2004,F,Brooke,719,74,England & Wales
2004,M,Noah,880,74,England & Wales
2004,F,Morgan,699,75,England & Wales
2004,M,Lucas,869,75,England & Wales
2004,F,Maddison,677,76,England & Wales
2004,M,Leon,856,76,England & Wales
2004,F,Harriet,657,77,England & Wales
2004,F,Louise,657,77,England & Wales
2004,M,Mason,849,77,England & Wales
2004,M,Taylor,820,78,England & Wales
2004,F,Francesca,647,79,England & Wales
2004,M,Andrew,795,79,England & Wales
2004,M,Logan,795,79,England & Wales
2004,F,Mollie,642,80,England & Wales
2004,F,Laura,634,81,England & Wales
2004,M,Jonathan,787,81,England & Wales
2004,F,Faith,625,82,England & Wales
2004,M,Ellis,784,82,England & Wales
2004,F,Eloise,618,83,England & Wales
2004,F,Melissa,618,83,England & Wales
2004,M,Sean,760,83,England & Wales
2004,M,Dominic,759,84,England & Wales
2004,F,Maya,609,85,England & Wales
2004,M,Elliot,722,85,England & Wales
2004,F,Chelsea,604,86,England & Wales
2004,M,Jordan,692,86,England & Wales
2004,F,Jennifer,593,87,England & Wales
2004,M,Scott,668,87,England & Wales
2004,F,Kayleigh,591,88,England & Wales
2004,M,Riley,662,88,England & Wales
2004,F,Jodie,582,89,England & Wales
2004,M,Patrick,655,89,England & Wales
2004,F,Jade,580,90,England & Wales
2004,M,Sebastian,644,90,England & Wales
2004,F,Kiera,574,91,England & Wales
2004,M,Louie,637,91,England & Wales
2004,F,Kate,569,92,England & Wales
2004,M,Declan,608,92,England & Wales
2004,F,Charlie,565,93,England & Wales
2004,M,Jayden,597,93,England & Wales
2004,F,Georgina,560,94,England & Wales
2004,M,Jude,596,94,England & Wales
2004,F,Cerys,545,95,England & Wales
2004,M,Luca,586,95,England & Wales
2004,F,Zara,538,96,England & Wales
2004,M,Freddie,585,96,England & Wales
2004,F,Elise,527,97,England & Wales
2004,M,Tom,576,97,England & Wales
2004,F,Lara,522,98,England & Wales
2004,F,Naomi,522,98,England & Wales
2004,M,Gabriel,564,98,England & Wales
2004,M,Evan,562,99,England & Wales
2004,F,Lilly,521,100,England & Wales
2004,M,Josh,561,100,England & Wales
2004,M,Nicholas,561,100,England & Wales
2005,F,Jessica,5030,1,England & Wales
2005,M,Jack,7434,1,England & Wales
2005,F,Emily,4752,2,England & Wales
2005,M,Joshua,7167,2,England & Wales
2005,F,Sophie,4422,3,England & Wales
2005,M,Thomas,6792,3,England & Wales
2005,F,Olivia,4282,4,England & Wales
2005,M,James,5654,4,England & Wales
2005,F,Ellie,4049,5,England & Wales
2005,M,Oliver,5516,5,England & Wales
2005,F,Chloe,4017,6,England & Wales
2005,M,Daniel,5270,6,England & Wales
2005,F,Grace,3653,7,England & Wales
2005,M,Samuel,5219,7,England & Wales
2005,F,Lucy,3534,8,England & Wales
2005,M,William,5106,8,England & Wales
2005,F,Charlotte,3499,9,England & Wales
2005,M,Harry,4638,9,England & Wales
2005,F,Ella,3220,10,England & Wales
2005,M,Joseph,4523,10,England & Wales
2005,F,Katie,3201,11,England & Wales
2005,M,Benjamin,4414,11,England & Wales
2005,F,Ruby,3149,12,England & Wales
2005,M,Charlie,4033,12,England & Wales
2005,F,Megan,3109,13,England & Wales
2005,M,Luke,3771,13,England & Wales
2005,F,Hannah,2990,14,England & Wales
2005,M,Callum,3637,14,England & Wales
2005,F,Amelia,2976,15,England & Wales
2005,M,Matthew,3633,15,England & Wales
2005,F,Lily,2871,16,England & Wales
2005,M,Jake,3552,16,England & Wales
2005,F,Amy,2717,17,England & Wales
2005,M,George,3540,17,England & Wales
2005,F,Mia,2539,18,England & Wales
2005,M,Ethan,3528,18,England & Wales
2005,F,Holly,2465,19,England & Wales
2005,M,Lewis,3343,19,England & Wales
2005,F,Abigail,2461,20,England & Wales
2005,M,Mohammed,3146,20,England & Wales
2005,F,Millie,2418,21,England & Wales
2005,M,Jacob,3057,21,England & Wales
2005,F,Molly,2355,22,England & Wales
2005,M,Alexander,3015,22,England & Wales
2005,F,Emma,2144,23,England & Wales
2005,M,Alfie,3005,23,England & Wales
2005,F,Isabella,2065,24,England & Wales
2005,M,Dylan,2990,24,England & Wales
2005,F,Leah,2045,25,England & Wales
2005,M,Ryan,2933,25,England & Wales
2005,F,Caitlin,1889,26,England & Wales
2005,M,Adam,2869,26,England & Wales
2005,F,Lauren,1888,27,England & Wales
2005,M,Harvey,2431,27,England & Wales
2005,F,Daisy,1879,28,England & Wales
2005,F,Evie,1879,28,England & Wales
2005,M,Liam,2390,28,England & Wales
2005,M,Tyler,2331,29,England & Wales
2005,F,Isabelle,1800,30,England & Wales
2005,M,Connor,2321,30,England & Wales
2005,F,Freya,1794,31,England & Wales
2005,M,Max,2279,31,England & Wales
2005,F,Erin,1788,32,England & Wales
2005,M,Ben,2204,32,England & Wales
2005,F,Rebecca,1748,33,England & Wales
2005,M,Jamie,2197,33,England & Wales
2005,F,Georgia,1597,34,England & Wales
2005,M,Cameron,2121,34,England & Wales
2005,F,Poppy,1574,35,England & Wales
2005,M,Nathan,2108,35,England & Wales
2005,F,Phoebe,1569,36,England & Wales
2005,M,Owen,2013,36,England & Wales
2005,F,Keira,1565,37,England & Wales
2005,M,Leo,1723,37,England & Wales
2005,F,Amber,1562,38,England & Wales
2005,M,Archie,1685,38,England & Wales
2005,F,Madison,1556,39,England & Wales
2005,M,Bradley,1643,39,England & Wales
2005,M,Harrison,1643,39,England & Wales
2005,F,Bethany,1512,40,England & Wales
2005,F,Jasmine,1478,41,England & Wales
2005,M,Kyle,1638,41,England & Wales
2005,F,Elizabeth,1435,42,England & Wales
2005,M,Michael,1627,42,England & Wales
2005,F,Eleanor,1328,43,England & Wales
2005,M,Louis,1611,43,England & Wales
2005,F,Alice,1307,44,England & Wales
2005,M,Henry,1595,44,England & Wales
2005,F,Paige,1290,45,England & Wales
2005,M,Aaron,1557,45,England & Wales
2005,F,Scarlett,1261,46,England & Wales
2005,M,Edward,1552,46,England & Wales
2005,F,Isabel,1232,47,England & Wales
2005,M,Brandon,1433,47,England & Wales
2005,F,Libby,1131,48,England & Wales
2005,M,Toby,1374,48,England & Wales
2005,F,Aimee,1121,49,England & Wales
2005,M,Charles,1372,49,England & Wales
2005,F,Niamh,1110,50,England & Wales
2005,M,Kieran,1352,50,England & Wales
2005,F,Isobel,1098,51,England & Wales
2005,M,Noah,1346,51,England & Wales
2005,F,Anna,1096,52,England & Wales
2005,M,Muhammad,1318,52,England & Wales
2005,F,Abbie,1004,53,England & Wales
2005,F,Tia,1004,53,England & Wales
2005,M,Alex,1302,53,England & Wales
2005,M,Isaac,1302,53,England & Wales
2005,F,Eve,964,55,England & Wales
2005,M,Oscar,1262,55,England & Wales
2005,F,Sarah,962,56,England & Wales
2005,M,Reece,1256,56,England & Wales
2005,F,Alisha,957,57,England & Wales
2005,M,Finlay,1172,57,England & Wales
2005,F,Courtney,949,58,England & Wales
2005,F,Maisie,949,58,England & Wales
2005,M,Lucas,1126,58,England & Wales
2005,M,Rhys,1102,59,England & Wales
2005,F,Sophia,940,60,England & Wales
2005,M,Mason,1087,60,England & Wales
2005,F,Rosie,914,61,England & Wales
2005,F,Shannon,914,61,England & Wales
2005,M,David,1079,61,England & Wales
2005,M,Bailey,1061,62,England & Wales
2005,F,Maddison,899,63,England & Wales
2005,M,Kian,1052,63,England & Wales
2005,F,Madeleine,888,64,England & Wales
2005,M,Finley,1049,64,England & Wales
2005,F,Imogen,868,65,England & Wales
2005,M,Joe,1028,65,England & Wales
2005,F,Summer,852,66,England & Wales
2005,M,Kai,1024,66,England & Wales
2005,F,Zoe,829,67,England & Wales
2005,M,Sam,1009,67,England & Wales
2005,F,Nicole,823,68,England & Wales
2005,M,Mohammad,990,68,England & Wales
2005,F,Faith,813,69,England & Wales
2005,M,Joel,978,69,England & Wales
2005,F,Sienna,803,70,England & Wales
2005,M,Harley,959,70,England & Wales
2005,F,Brooke,743,71,England & Wales
2005,M,Billy,955,71,England & Wales
2005,F,Alicia,731,72,England & Wales
2005,M,John,946,72,England & Wales
2005,F,Harriet,711,73,England & Wales
2005,M,Robert,938,73,England & Wales
2005,F,Lilly,703,74,England & Wales
2005,M,Riley,917,74,England & Wales
2005,F,Francesca,700,75,England & Wales
2005,M,Leon,914,75,England & Wales
2005,F,Eva,695,76,England & Wales
2005,M,Christopher,908,76,England & Wales
2005,F,Hollie,684,77,England & Wales
2005,M,Logan,895,77,England & Wales
2005,F,Demi,683,78,England & Wales
2005,M,Aidan,865,78,England & Wales
2005,F,Rachel,681,79,England & Wales
2005,M,Freddie,843,79,England & Wales
2005,F,Natasha,680,80,England & Wales
2005,M,Morgan,825,80,England & Wales
2005,F,Mollie,668,81,England & Wales
